%# iteration evaluations sigma axisratio stddevratio sort(diag(D)) (square roots of eigenvalues of C) (randomSeed=1457185325567, Sat Mar 05 14:42:05 CET 2016)

0 0 0.2 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 
1 10 0.19935561521075867 1.0 1.0615660709960626 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 
2 20 0.20561413911114187 1.1181295980103074 1.1141692769129632 0.9836344012096949 0.9836344012096951 0.9836344012096951 0.9836344012096954 0.9836344012096956 0.9860318817902237 0.9892172920676723 1.0018484265648726 1.015017786205582 1.0998307376137055 
3 30 0.19786299990073725 1.1692867481366322 1.131914936911994 0.967662177337462 0.9680039519465156 0.9719721278081063 0.9744654856644493 0.9759205294773012 0.9834255120216993 0.9892723327749331 1.0060842883369028 1.024481340907563 1.131474560633734 
4 40 0.20137029764349165 1.1980652270960466 1.1328678478226963 0.9535357997759579 0.9587641592950712 0.9626570737120256 0.9674253553774216 0.9701121797063506 0.9862637791728285 0.9980379768129171 1.0014777532532086 1.0240207717515142 1.1423980845027935 
5 50 0.18874240577189488 1.206740811889787 1.1588756355595886 0.9392354369055856 0.9504358584803649 0.9527137423676101 0.9617446239404271 0.9709508703784174 0.9833874317082122 0.9949588106286598 1.017906347023176 1.07883959373584 1.1334137336871053 
6 60 0.18665952923909349 1.2297397655429 1.1299103025915787 0.9318747007270223 0.9382048660658432 0.952413369850562 0.9553008935782724 0.9723966304754567 0.974676371858054 0.9841096341085448 1.0132437839826962 1.079175564145114 1.1459633759874086 
7 70 0.1924717389032778 1.2275743676933908 1.1217293721870645 0.9244427778657104 0.9369178195093018 0.9525648939709686 0.9550287823776167 0.9658839102638036 0.9735415142668219 1.0149782053014311 1.0253964251899819 1.065642126454679 1.1348222585072212 
9 90 0.17850953270230738 1.2585597758999543 1.143237174037758 0.9005711184923857 0.9216436516905345 0.935588516555347 0.9384266044110392 0.965773258398958 0.9812170723406204 1.0058694921756564 1.0415728655399343 1.0751136824577157 1.133422585071748 
11 110 0.17382066128254486 1.256167399108314 1.0940574720171077 0.8896832217870391 0.9058271674100056 0.9194020703329117 0.9500216959197006 0.9685686779324404 0.9765001477774128 1.0196328584568113 1.0542494688170299 1.1129512772100887 1.1175910587425302 
