%# iteration evaluations sigma axisratio fitness_of(bestever best median worst) mindii idxmaxSD maxSD idxminSD minSD (randomSeed=1461952009235, Fri Apr 29 19:46:49 CEST 2016)

1 10 0.17624331914384397 1.0 17.669334040722465 17.669334040722465 40.435392598708205 89.65680346629968 1.0 5 0.17619628270061982 1 0.17353348331759447
2 20 0.15974268978034498 1.0280108208136753 16.695947800431092 16.695947800431092 42.00796848850172 59.29330698058352 0.9836344012096951 5 0.16057606723246118 9 0.15534592481959789
3 30 0.15202481142890528 1.0646651260525215 16.376824024400428 16.376824024400428 31.618505444293817 58.70492124219992 0.9677173182403543 6 0.15361349882920555 1 0.14609517538014713
4 40 0.13994639438038975 1.100602183580732 16.376824024400428 17.494873356954013 30.92459634908646 65.650668850637 0.9527454298252348 6 0.1405105129576978 8 0.13311515520394415
5 50 0.13104545365243325 1.1162063530361999 16.376824024400428 17.219395831264567 28.363965823405902 39.56189713728888 0.9380654712697603 6 0.1324883123272386 8 0.12315939913529383
6 60 0.1188581813804162 1.1381113575795863 13.78075986079491 13.78075986079491 22.6542974385158 32.36362945178932 0.9249384750360725 6 0.12118271634604365 9 0.11139444797397506
7 70 0.10166296979561011 1.1624808674061042 13.78075986079491 16.61566648014477 25.549802027723594 60.37781072819577 0.9110580583015919 6 0.1028374164245999 9 0.09466279750743235
9 90 0.08503414862180872 1.1704361616527152 11.98437052564907 12.540067566924531 17.28750815763911 21.18855226255276 0.8878141383077675 6 0.08387557068059025 8 0.0775018669975329
11 110 0.07266509821316469 1.1879515028294658 11.572043296351806 11.572043296351806 16.080407062436958 18.458072108551914 0.8719112691554384 6 0.07061959995660981 8 0.06478936060244661
13 130 0.06770162698317544 1.2228811312357781 11.356509261672096 11.356509261672096 14.06741482820266 18.745240355024514 0.849301355233405 1 0.06541585371702549 8 0.058666764757851174
16 160 0.054561333920695704 1.2581967489406614 10.904089929612383 11.039813222163383 12.391706135773683 16.01419716753885 0.8215758288923761 1 0.05139387982450647 8 0.046689732349729715
19 190 0.0422083643145308 1.2676078633641195 9.346531984090305 9.346531984090305 11.066419731892111 12.054580454687647 0.7949158575842685 1 0.039140143385501557 8 0.03498790496136738
22 220 0.04151670548978035 1.2847506261632007 9.321867996497977 9.567003695254437 10.239125725133436 11.117909832161807 0.7837994659968941 1 0.038902159813823924 9 0.03437737275046475
25 250 0.034200589456958995 1.3552757980569858 9.281744895352253 9.588980831060656 10.163988523552863 11.315412548963534 0.7616357367833548 1 0.03287613964099271 4 0.02782588859484423
28 280 0.026219495671347244 1.3683307703356749 8.95379294711797 9.196193820833177 9.369557987889714 9.955118910210068 0.7361244408190578 1 0.02461124406226682 4 0.020679847379108537
32 320 0.026955288373687523 1.412382742973748 8.674287728832425 8.758562503002 9.165137293376642 9.296073796084993 0.7190592871005789 1 0.026933162764182932 4 0.02040283935945838
36 360 0.019617374501106496 1.507609494219027 8.674287728832425 8.700488725396665 8.834194894399955 9.009618186623815 0.687988118005815 1 0.01963519196967856 4 0.014229244671947654
40 400 0.02541474261489175 1.8265941859193953 8.468853983568074 8.545144695662 8.75165263076575 8.873618708941898 0.6679590610290986 1 0.030833083687698187 8 0.017888762065402467
44 440 0.023794318166873538 2.0497734838659945 8.35146495516925 8.460293458748058 8.698711303364288 9.179203617898807 0.6443257699449232 1 0.02960434613431937 8 0.016267968852549063
